,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-0.17607717500645734,-0.2782004684032475,-1.1028992156751178,-0.8073894081930303,-1.1580488372828188,-0.6651540996408046,-1.533252081957172,-1.228760120421598,1.3571592462947177,0.20302424186644133,-0.17578076232766307,1.5588157498742676,1.056597763803769,0.3069582292398983,-0.13986180818384858
1,-0.17607717500645734,2.2291267783775304,0.4931150088457514,1.268247827222168,-0.21223043082264717,-0.8637538548172594,-1.090369197600261,-1.0572819509388056,1.3571592462947177,-0.834236501961642,-0.17578076232766307,1.5588157498742676,1.98479858230041,1.3470027000646643,1.0059104963271086
2,-0.17607717500645734,-0.2782004684032475,1.3199973784577153,3.4087487262440916,0.8912243767142201,-0.3424294974790657,-0.4537250513372014,-0.39280404419298465,-0.3307620529659253,1.2402849856945246,-0.17578076232766307,1.5588157498742676,-0.0043914705657635755,-0.29515596839667557,-0.341146131949287
3,-0.17607717500645734,-0.2782004684032475,0.739632669858742,2.530748826082959,0.3630611772304472,-0.536507866476675,0.24741106133350113,-0.8610543549327234,-0.9637325401886665,-0.834236501961642,-0.17578076232766307,1.5588157498742676,-0.9405385045329604,-0.8187577281757681,-0.745789875601457
4,-0.17607717500645734,-0.2782004684032475,-0.14273317785381837,-0.8073894081930303,-0.2544323019770379,0.28014945944712366,-0.5358937754526323,-0.3160101789226396,-0.9637325401886665,0.20302424186644133,-0.17578076232766307,-0.6415126355251792,-0.8060365682623899,-0.7647167608082334,-0.6787332261385656
5,-0.17607717500645734,-0.2782004684032475,-0.8101955760180078,0.027145150375967122,-0.3129877181087821,-0.909138334952085,-0.7022759484215244,-1.0449072376771609,-0.11977189055834496,-0.834236501961642,-0.17578076232766307,-0.6415126355251792,-0.3984446723485202,-0.2512763343705478,0.7399789472444597
6,3.997797310639125,-0.2782004684032475,-1.0118984046278754,-0.8073894081930303,-0.5725422047122364,0.5181694416189051,-0.2995069041057771,0.20430743882745356,0.935178921479557,1.2402849856945246,-0.17578076232766307,1.5588157498742676,0.3643731829303661,0.14085776092636065,1.8154716226804104
7,-0.17607717500645734,-0.2782004684032475,-1.0422320083102896,-0.8073894081930303,-0.2472607421730238,0.9126106220388079,-0.25381263825942907,0.752765393601782,1.568149408702298,-0.834236501961642,-0.17578076232766307,-0.6415126355251792,2.0556178154396534,0.5837923430957941,5.093530609717551
8,-0.17607717500645734,-0.2782004684032475,4.329849203845263,-0.8073894081930303,-1.1580488372828188,-0.49303431182121055,-1.533252081957172,-1.0058385000939678,-1.5967030274114076,-0.834236501961642,5.688904671695278,-0.6415126355251792,-1.4464601094213394,-1.354046453895478,-0.9449991032456023
9,-0.17607717500645734,-0.2782004684032475,-1.0748989661221202,-0.3922619611099905,0.6074788547761684,-0.8174139119427533,-0.11602685201505673,-0.6800299780766621,-1.5967030274114076,-0.834236501961642,-0.17578076232766307,1.5588157498742676,-1.4464601094213394,-1.354046453895478,-0.9449991032456023
